business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,permanently_closed,price_level
OPERATIONAL,"{'location': {'lat': -6.1603243, 'lng': 106.8193746}, 'viewport': {'northeast': {'lat': -6.158627869708498, 'lng': 106.8210428302915}, 'southwest': {'lat': -6.161325830291503, 'lng': 106.8183448697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Grand Mercure Jakarta Harmoni,,"[{'height': 4480, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115313041261108739463"">Grand Mercure Jakarta Harmoni</a>'], 'photo_reference': 'AUGGfZk5DZ3Px6sX4Fe4-Zn_Q9L3lXTmzxivOsAr72q6jbyF-5eYx2xObo0jCOC2VJtsBg8qQpfIkVLjeRy9va9aCGAeE4OIAxaGRbaGkRXQ-J6WR2cCF1dLANdR_FRAiq2hZM9GxXFhwSoU-DohuCE4lGBNKELxXlLYbP1XV4zyWRS2ExcU', 'width': 6720}]",ChIJsVaBPt_1aS4RHBDLxo3gMv8,"{'compound_code': 'RRQ9+VP Kebon Kelapa, Central Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RRQ9+VP'}",4.6,ChIJsVaBPt_1aS4RHBDLxo3gMv8,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",9189.0,Jalan Hayam Wuruk No.36 37,,
OPERATIONAL,"{'location': {'lat': -6.202634399999999, 'lng': 106.8185807}, 'viewport': {'northeast': {'lat': -6.201125569708497, 'lng': 106.8196718802915}, 'southwest': {'lat': -6.203823530291501, 'lng': 106.8169739197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Shangri-La Jakarta,,"[{'height': 800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105509470418372241778"">Shangri-La Jakarta</a>'], 'photo_reference': 'AUGGfZnQs9gsCUDsNJuzU9UWzzBCAY0aickcJrmm6wwlXK2_e5XJl6g1NEs_FnVfTYsu5EuyVLRj938iC_je_o8gM3YIIIsCHDzcsbkrA-vdJi2uklupq__eo3Gdr5IQfh5vKF4bxkHy8Gqv0Tcp48v468Q7xhJyCTLrX9yOhiqJETp_EDAk', 'width': 1280}]",ChIJgQjF7x30aS4R6z1pSrf_III,"{'compound_code': 'QRW9+WC Karet Tengsin, Central Jakarta City, Jakarta, Indonesia', 'global_code': '6P58QRW9+WC'}",4.7,ChIJgQjF7x30aS4R6z1pSrf_III,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",22868.0,"Kota BNI, Jalan Jenderal Sudirman No.Kav. 1",,
OPERATIONAL,"{'location': {'lat': -6.225234399999999, 'lng': 106.8313176}, 'viewport': {'northeast': {'lat': -6.224027019708497, 'lng': 106.8325325302915}, 'southwest': {'lat': -6.226724980291502, 'lng': 106.8298345697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Manhattan Hotel Jakarta,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117610716202076954415"">Manhattan Hotel Jakarta</a>'], 'photo_reference': 'AUGGfZlTMLwH2zMTBUHbPSN-EEaaOUE7TCedcA8iGoTfAn-7SaVJeocN4qholrHxhz2UpLVevldD9olzlhGqfecWK6oxSpDaSwXZeM4KGJPx77jvJ-OAN7DDIe_FAdU0yxielVwsR4sBYN46AIFRHx5QEHqki24WSeu9aSnQMdmAlyyUEik5', 'width': 1920}]",ChIJxWn4XPDzaS4Ry0ZpgPIx_VQ,"{'compound_code': 'QRFJ+WG Karet Kuningan, South Jakarta City, Jakarta, Indonesia', 'global_code': '6P58QRFJ+WG'}",4.4,ChIJxWn4XPDzaS4Ry0ZpgPIx_VQ,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",7787.0,"Jalan Professor Doktor Satrio No.Kav.19-24, RT.7/RW.4, Karet Kuningan",,
OPERATIONAL,"{'location': {'lat': -6.1956129, 'lng': 106.8223572}, 'viewport': {'northeast': {'lat': -6.193960019708498, 'lng': 106.8238058802915}, 'southwest': {'lat': -6.196657980291502, 'lng': 106.8211079197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Indonesia Kempinski Jakarta,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106192246481746511926"">Hotel Indonesia Kempinski Jakarta</a>'], 'photo_reference': 'AUGGfZnbVjHURNq0411Ni0zirjQ4E8NeT-a_KKD0mc34UvqU4v3ea_xGf7LijnX1HYQW7rI2REed1PzlnlZjdQmCFnRxiIio_rsqygxkw9UI9MeqsLshnwgAt9joV709ueb11rTqtZMNIazdWt5Bp7P03zQH7-GOEgLKofK-YDkOU0cKEDRv', 'width': 1920}]",ChIJB9Y8liH0aS4RemVuMOm5PFA,"{'compound_code': 'RR3C+QW Menteng, Central Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RR3C+QW'}",4.8,ChIJB9Y8liH0aS4RemVuMOm5PFA,GOOGLE,"['spa', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",23246.0,Jalan M.H. Thamrin No.1,,
OPERATIONAL,"{'location': {'lat': -6.182643099999998, 'lng': 106.8167109}, 'viewport': {'northeast': {'lat': -6.181248119708498, 'lng': 106.8178152802915}, 'southwest': {'lat': -6.183946080291503, 'lng': 106.8151173197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Millennium Hotel Sirih Jakarta,,"[{'height': 1500, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108600003215982526658"">Millennium Hotel Sirih Jakarta</a>'], 'photo_reference': 'AUGGfZmVm4GGuvOX6HOhSC_SBOMmzKpQxRFs5nPiz8qstmMS48P8EaiOjWbJxZl4R7bzs8yyVDzBLgLAdvNBhlJmntQMyNplF6WUtbwNYsj8nO21kqDgIhXgui58k90RYlWFr4bQPN1vWuNFWpL3KCTPiJ6I9coQio_7b9rF58pSt4vFkbkc', 'width': 2250}]",ChIJA7dLFoL2aS4Rbu2LGxzIbAA,"{'compound_code': 'RR88+WM Kampung Bali, Central Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RR88+WM'}",4.5,ChIJA7dLFoL2aS4Rbu2LGxzIbAA,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",11328.0,Jalan H. Fachrudin No.3,,
OPERATIONAL,"{'location': {'lat': -6.163579500000001, 'lng': 106.8268504}, 'viewport': {'northeast': {'lat': -6.162285819708498, 'lng': 106.8281550302915}, 'southwest': {'lat': -6.164983780291503, 'lng': 106.8254570697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Redtop Hotel & Convention Center,,"[{'height': 5460, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108608244450681787496"">Redtop Hotel &amp; Convention Center</a>'], 'photo_reference': 'AUGGfZn5gj0J9c39V5nzNHmusmN-FNWMnYkbSTrTKq1yjT8GT9n-qElUOb19crgaTsZCN5Og2oL3ldlGxMmoiAzY3IOAvyYB69auddFzaAIC11-UYGtiY8KtJ7b8gDH_owPrhdtbDAVtZN_pz94vKOz5zgMVGhNGWLjUaQGMJRxXbBQHZt2q', 'width': 7280}]",ChIJ79J4Hdv1aS4RMcLFlH3c1DY,"{'compound_code': 'RRPG+HP Kebon Kelapa, Central Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RRPG+HP'}",4.4,ChIJ79J4Hdv1aS4RMcLFlH3c1DY,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",5522.0,"Jalan Pecenongan No.72 2, RT.2/RW.4, Kebon Kelapa",,
OPERATIONAL,"{'location': {'lat': -6.2133687, 'lng': 106.8186985}, 'viewport': {'northeast': {'lat': -6.212086019708498, 'lng': 106.8201418302915}, 'southwest': {'lat': -6.214783980291503, 'lng': 106.8174438697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Le Meridien Jakarta,,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111994442263830882933"">Le Méridien Jakarta</a>'], 'photo_reference': 'AUGGfZmQ6BzHo67yUbXPVg48qPOrrAURcOW4DFbLFl9IkppUpD34b5VV8wls9KbV1i1qKGaTMWLUHqNqj5Ca_jQAo9UdT64oDRVdk-vd5kLH-_reoXaeo0H1BXMohJ-KNpq7LFv-ww-pR1WVLEWBVdTUDGxIRvAafWZava8gJiLIz6cE7_ou', 'width': 1707}]",ChIJoWDK7gH0aS4RrDG-LVhF61U,"{'compound_code': 'QRP9+MF Karet Tengsin, Central Jakarta City, Jakarta, Indonesia', 'global_code': '6P58QRP9+MF'}",4.6,ChIJoWDK7gH0aS4RrDG-LVhF61U,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",12298.0,"Jalan Jenderal Sudirman No.Kav 18 - 20, Karet Tengsin",,
OPERATIONAL,"{'location': {'lat': -6.2187983, 'lng': 106.8101615}, 'viewport': {'northeast': {'lat': -6.217454969708498, 'lng': 106.8115531302915}, 'southwest': {'lat': -6.220152930291502, 'lng': 106.8088551697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,The Sultan Hotel & Residence Jakarta,{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110165098098549402702"">ardi official</a>'], 'photo_reference': 'AUGGfZkE3I3PsjP_zM_5vEY6bCeL6r0kW_anbHZQ-oL9HMqIdsV_JdxeNwZ0QZ5MCty95t2rNJa-Mi-tMJIEvHyZ3_PVzEZmOP4CjxlDcmXFpQs72lQ0PeJQMqu5-5LdQv1RFB8Ze3278S8t7oxOqFK7FagJjWL-CnWi4-Aagp1DHEYxIQb3', 'width': 4208}]",ChIJ9dIg7bryaS4RRbQAsh3uKwQ,"{'compound_code': 'QRJ6+F3 Gelora, Central Jakarta City, Jakarta, Indonesia', 'global_code': '6P58QRJ6+F3'}",4.6,ChIJ9dIg7bryaS4RRbQAsh3uKwQ,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",14598.0,"Jalan Gatot Subroto RT.2/RW.1, Gelora",,
OPERATIONAL,"{'location': {'lat': -6.227333, 'lng': 106.8186554}, 'viewport': {'northeast': {'lat': -6.226146369708498, 'lng': 106.8196070802915}, 'southwest': {'lat': -6.228844330291502, 'lng': 106.8169091197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Kartika Chandra,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114120865189591629769"">Rizki Ekananda</a>'], 'photo_reference': 'AUGGfZmVNYoQ5FVlNz5czixuWEgutDnrh1lG2ZkebvVTGrqatFGSPqWV2tmF74LzfbyK3DrC57u73PxxvQfi_FfezzhsTBQaD1vgFSaRcvQbHLtpmvkSFNTQrCWY88ZqFXgnYHOsjq1JFj0p6gMODceYy4KZlAZSxVlXaqTvGHS8VnHIwECj', 'width': 4032}]",ChIJs5U1yeLzaS4RytKL8ru-Yik,"{'compound_code': 'QRF9+3F Karet Semanggi, South Jakarta City, Jakarta, Indonesia', 'global_code': '6P58QRF9+3F'}",4.3,ChIJs5U1yeLzaS4RytKL8ru-Yik,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",6693.0,"Jalan Gatot Subroto No.18-20 8, RT.8/RW.2, Karet Semanggi",,
OPERATIONAL,"{'location': {'lat': -6.2230159, 'lng': 106.8479561}, 'viewport': {'northeast': {'lat': -6.221586469708499, 'lng': 106.8491830302915}, 'southwest': {'lat': -6.224284430291503, 'lng': 106.8464850697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Cityloog Hotel,{'open_now': True},"[{'height': 1254, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102246374675475826472"">Cityloog Hotel Tebet - Jakarta</a>'], 'photo_reference': 'AUGGfZlFuqFuZsrz0tZMnL4YM6tdJ1I-iqUFhh8md5MX0FgKUPLfkTZsOTb8D1d0KF5WRlZAhkaX-u6cgiAXUaFbDhdZeYOHCTEYonENoOH3ItYxZrAnRVLyERhx7mYOiRbL-a2gu1-jjYaEXW9GdXavIALK4t5RVwaiAngBeP9ntT0YZRwl', 'width': 2048}]",ChIJteiNvaqNaS4RSRmISbFkny4,"{'compound_code': 'QRGX+Q5 South Manggarai, South Jakarta City, Jakarta, Indonesia', 'global_code': '6P58QRGX+Q5'}",4.4,ChIJteiNvaqNaS4RSRmISbFkny4,GOOGLE,"['gym', 'spa', 'lodging', 'bar', 'health', 'night_club', 'restaurant', 'food', 'point_of_interest', 'establishment']",7246.0,"Jalan Doktor Saharjo No.191 6, RT.6/RW.1, Manggarai Selatan",,
OPERATIONAL,"{'location': {'lat': -6.1850629, 'lng': 106.789864}, 'viewport': {'northeast': {'lat': -6.183628819708499, 'lng': 106.7912655802915}, 'southwest': {'lat': -6.186326780291503, 'lng': 106.7885676197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Mega Anggrek Hotel,{'open_now': True},"[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110545664220441671133"">Mega Anggrek Hotel</a>'], 'photo_reference': 'AUGGfZlpP70jYp_1jybTAFKddsILNpbsIrcGgD7VSyNM5pUINQBK3cqe3Gx4o8dBq3leBKUpGKa99kIyTVYee-sK_FR63ejGMyHbH5rUmM6iecmut5yYmrfLsZpIEobjX13r0DfMnXKNRhf3iJGvGT4W-Bo79FAW_xekDLAG9-PDXnUTw1uk', 'width': 800}]",ChIJNXBVs_z2aS4RiAD1wqjm5QI,"{'compound_code': 'RQ7Q+XW South Tanjung Duren, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RQ7Q+XW'}",4.1,ChIJNXBVs_z2aS4RiAD1wqjm5QI,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",3978.0,"Jalan Arjuna Selatan No.4, RT.2/RW.8, Tanjung Duren Selatan",,
OPERATIONAL,"{'location': {'lat': -6.2432641, 'lng': 106.8033115}, 'viewport': {'northeast': {'lat': -6.241882619708498, 'lng': 106.8046131802915}, 'southwest': {'lat': -6.244580580291503, 'lng': 106.8019152197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Ambhara Hotel,{'open_now': True},"[{'height': 1365, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111204714079294947988"">Ambhara Hotel</a>'], 'photo_reference': 'AUGGfZl4j4pJKJwr0w-6iXFh0EhwctUCX33k9qcQCGm5leloXfO956jj9CsKtNhXKgDBd5-hDWPma8hEEYLlCypxOFrg6UD1Y3ETX-I7NrKWXEwiOmzwuW3eMtbDK_iISYrQ7vgzx4_xGVoQm8ejV7KI6YtxPv33vk-1yAV8bXX2yQ15IGe8', 'width': 2048}]",ChIJDUCC02jxaS4RpOEAM3kOepI,"{'compound_code': 'QR43+M8 Melawai, South Jakarta City, Jakarta, Indonesia', 'global_code': '6P58QR43+M8'}",4.2,ChIJDUCC02jxaS4RpOEAM3kOepI,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",6309.0,"Jalan Iskandarsyah Raya No.1, Melawai",,
OPERATIONAL,"{'location': {'lat': -6.1759748, 'lng': 106.8404083}, 'viewport': {'northeast': {'lat': -6.174696569708497, 'lng': 106.8416454302915}, 'southwest': {'lat': -6.177394530291502, 'lng': 106.8389474697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Lumire Hotel & Convention Center,,"[{'height': 2000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110246262623907265840"">Lumire Hotel &amp; Convention Center</a>'], 'photo_reference': 'AUGGfZknt_RSyldYIaW8LqLebOlH7cc1RCRKr4oIBR_2-qGCjf9z30JZKtvUBb73TquBFtrRVDnnvKMx8a7H2IMwvkgo5fYU8f0glT903yLKsUNuU3PPfIKiTTvGu5tlJHvewjFCHWCfJT47mkEPKT0RbLyDPo2qba5tgsbJgPCkQSGB6ssG', 'width': 3000}]",ChIJY5LKUTX0aS4RZyZYm1S6SUk,"{'compound_code': 'RRFR+J5 Senen, Central Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RRFR+J5'}",4.4,ChIJY5LKUTX0aS4RZyZYm1S6SUk,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",7463.0,"Jalan Senen Raya No.135, Senen",,
OPERATIONAL,"{'location': {'lat': -6.187424000000001, 'lng': 106.826785}, 'viewport': {'northeast': {'lat': -6.185958569708498, 'lng': 106.8281513302915}, 'southwest': {'lat': -6.188656530291502, 'lng': 106.8254533697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Tamarin Hotel Jakarta,,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105025996752639607149"">Tamarin Hotel Jakarta</a>'], 'photo_reference': 'AUGGfZmm39a3ggwtnipcfz0aIpHP-9AKlN74Zic63AmNxewvDGNG73CJG8PwSePgg0GDZkHxHyIvz6NqDjl75m9UT1q3o4C_evvnSjMrLufss_K7R-_rFcGjfvy6y-tMFqn-tj17ye8XtmV72BrNhn_rfQmak4Og6IQUGuG4j1_K_HmN528g', 'width': 1200}]",ChIJUQ5rX536aS4Rk_46dytn0Hg,"{'compound_code': 'RR7G+2P Gondangdia, Central Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RR7G+2P'}",4.3,ChIJUQ5rX536aS4Rk_46dytn0Hg,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",3251.0,"1, Jalan K.H. Wahid Hasyim No.77, RT.1/RW.4, Gondangdia",,
OPERATIONAL,"{'location': {'lat': -6.196157299999999, 'lng': 106.8235537}, 'viewport': {'northeast': {'lat': -6.194916719708497, 'lng': 106.8247251802915}, 'southwest': {'lat': -6.197614680291502, 'lng': 106.8220272197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,"Mandarin Oriental, Jakarta",,"[{'height': 842, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115916477899645972126"">Mandarin Oriental, Jakarta</a>'], 'photo_reference': 'AUGGfZkwEmSKkPInQ4I6sfr2gqV4gWVaxRdiCnBtCZEGvuY_qOUf0oXftP6oKKqYrG0XPVk4ObBIuqMVGwXWlKauocapAD4qKx9CFk2WP59cp6p6o_CwQBfJLIZbI8QwTwkXiSuORTC6cuF9h81dgLT-SWIfML00-elwl3MiOb-oRifspxvL', 'width': 1181}]",ChIJL_5K9CH0aS4RF02SDuS482o,"{'compound_code': 'RR3F+GC Menteng, Central Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RR3F+GC'}",4.7,ChIJL_5K9CH0aS4RF02SDuS482o,GOOGLE,"['spa', 'lodging', 'food', 'point_of_interest', 'establishment']",8478.0,Jalan M.H. Thamrin,,
OPERATIONAL,"{'location': {'lat': -6.2444352, 'lng': 106.7954819}, 'viewport': {'northeast': {'lat': -6.243285969708497, 'lng': 106.7968248302915}, 'southwest': {'lat': -6.245983930291501, 'lng': 106.7941268697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Gran Mahakam,,"[{'height': 911, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109480899480215763384"">Hotel Gran Mahakam</a>'], 'photo_reference': 'AUGGfZkh4cgm6sD1Px1Sl9x-bkLzJSCB-KSjWr5f54jlQFXAgFVrqM8crHzuYp7mxz8TRLmlY8eT419u449ss3ympCuFBWhKgHbw8P0erKyphEIQ8QRrQHMpHhOeAcVlKnaOkUJkih69d8azfRUQJe1qeDhfvtoA8ModfcRwgG85wZ9xD2wb', 'width': 1366}]",ChIJm42VomzxaS4RDmPJjhypmZk,"{'compound_code': 'QQ4W+65 Kramat Pela, South Jakarta City, Jakarta, Indonesia', 'global_code': '6P58QQ4W+65'}",4.6,ChIJm42VomzxaS4RDmPJjhypmZk,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",5100.0,"Jalan Mahakam No.6, Kramat Pela",,
OPERATIONAL,"{'location': {'lat': -6.198453, 'lng': 106.802473}, 'viewport': {'northeast': {'lat': -6.197290869708497, 'lng': 106.8039327802915}, 'southwest': {'lat': -6.199988830291502, 'lng': 106.8012348197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Santika Premiere Slipi - Jakarta,{'open_now': True},"[{'height': 3298, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104115270318663435503"">Hotel Santika Premiere Slipi - Jakarta</a>'], 'photo_reference': 'AUGGfZl4vOO5tZ464zDuQN4CthCd8x_6YADVzTl_BY1zB8j4PjDps8jVK6sMQ447y8ybwjAVXnVUN3tjHGhCUz44sDJMZOj02akjbVSms7j19SFgePlqU80S-_tM5a9MukVcOTJ61YS6DvKH9sZlvAvYdJ1D0Q6B0kbI0SSdvYAhZbTKIgJ1', 'width': 4932}]",ChIJX-_fmL32aS4R1s7lGt-UI64,"{'compound_code': 'RR22+JX Slipi, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RR22+JX'}",4.5,ChIJX-_fmL32aS4R1s7lGt-UI64,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",9050.0,"Jalan K.S. Tubun No.7, RT.1/RW.7, Slipi",,
OPERATIONAL,"{'location': {'lat': -6.15999, 'lng': 106.8342355}, 'viewport': {'northeast': {'lat': -6.158795369708497, 'lng': 106.8356840302915}, 'southwest': {'lat': -6.161493330291501, 'lng': 106.8329860697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Monoloog Hotel Jakarta Pasar Baru,{'open_now': True},"[{'height': 1872, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112748193644866197757"">Robi Barmawanto</a>'], 'photo_reference': 'AUGGfZlJ7TMP_kxXumkqUrCRpdoHYLhz0bsjO6v_AlSNI1N9OWkod_unLbRIvbciuEcJ0Ke6qPMV2ustjtgPVufzq4eEPKj7qHaiQa4SmoWqcQLxw7YNeWNRBwc__FzuxjQAVxJUrb0l6ivBL6ieQ8BnxT6wbwzjVI4DhzwQtscLYZwIjQy6', 'width': 3328}]",ChIJu1Eu8MP1aS4RhUq2eoCYaKw,"{'compound_code': 'RRRM+2M Pasar Baru, Central Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RRRM+2M'}",4.3,ChIJu1Eu8MP1aS4RhUq2eoCYaKw,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",3238.0,"5, Jalan Haji Samanhudi No.25, RT.5/RW.3, Pasar Baru",,
OPERATIONAL,"{'location': {'lat': -6.1931299, 'lng': 106.8237578}, 'viewport': {'northeast': {'lat': -6.191856969708498, 'lng': 106.8248948302915}, 'southwest': {'lat': -6.194554930291503, 'lng': 106.8221968697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Pullman Jakarta Indonesia Thamrin CBD,,"[{'height': 2156, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117010947755602672326"">Pullman Jakarta Indonesia Thamrin CBD</a>'], 'photo_reference': 'AUGGfZmYZt2WQN-2dn3DFC0YFaIFMMFCkR6vzNmjq3hnA1Iq_QAUkKpT_a4aaXZj9ALN5c_qZk7Vv3eMZOj1cfj6-1-_6LdrlzVFZ6bw0apQ3BaeYci9K6PJQOtdO89gImbC2NZ3ACM31oHh_Dz_TsNXymF1T77GN1mFnqBAa-yhkvT3SyMT', 'width': 3850}]",ChIJp9WFYiH0aS4R3B372KAlQb4,"{'compound_code': 'RR4F+PG Gondangdia, Central Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RR4F+PG'}",4.7,ChIJp9WFYiH0aS4R3B372KAlQb4,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",16121.0,Jalan M.H. Thamrin No.59,,
OPERATIONAL,"{'location': {'lat': -6.1574516, 'lng': 106.8944061}, 'viewport': {'northeast': {'lat': -6.156151319708499, 'lng': 106.8958189302915}, 'southwest': {'lat': -6.158849280291503, 'lng': 106.8931209697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,1O1 URBAN Jakarta Kelapa Gading,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113619036553096897762"">1O1 URBAN Jakarta Kelapa Gading</a>'], 'photo_reference': 'AUGGfZkz8F3havTuE1MhVGgMItVf-RtTrYt7mCNGRy1DGRx_7OkXceQCkcMswd1uFvNfphvvn2vcC3q8yKaZpFWIvoYYkYOz9JEwlcsbm-iFJ7h3DSkRoqJ7LqiQld-xNgOLZnUEX9Ey5dOwRuAgIMNQgsbHigYUmvx0CcSdj7ffXpdLR9Mq', 'width': 1920}]",ChIJe79zLDn1aS4R4XtQhUIrC3M,"{'compound_code': 'RVVV+2Q West Kelapa Gading, North Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RVVV+2Q'}",4.6,ChIJe79zLDn1aS4R4XtQhUIrC3M,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",7248.0,"Jalan Boulevard Bukit Gading Raya No.15, RT.15/RW.3, Kelapa Gading Barat",,
